video_id,generator,vlm,strategy,target_letter,recognized_as,recog_correct,handshape_score,sign_quality,prompt_following,notes
Veo_gemini_schema_constrained_B,Veo,gemini,schema_constrained,B,none,0,2,3,4,
Veo_gemini_schema_constrained_C,Veo,gemini,schema_constrained,C,none,0,1,3,4,
Veo_gemini_schema_constrained_O,Veo,gemini,schema_constrained,O,none,0,1,4,4,
Veo_gemini_schema_constrained_V,Veo,gemini,schema_constrained,V,V,1,3,3,4,
Veo_gemini_few_shot_A,Veo,gemini,few_shot,A,none,0,3,4,4,
Veo_gemini_few_shot_B,Veo,gemini,few_shot,B,V,0,1,4,2,
Veo_gemini_few_shot_C,Veo,gemini,few_shot,C,none,0,1,4,2,
Veo_gemini_few_shot_O,Veo,gemini,few_shot,O,none,0,1,4,5,
Veo_gemini_few_shot_V,Veo,gemini,few_shot,V,V,1,3,3,5,
Veo_llama_zero_shot_A,Veo,llama,zero_shot,A,none,0,1,4,4,
Veo_llama_zero_shot_B,Veo,llama,zero_shot,B,none,0,1,4,3,
Veo_llama_zero_shot_C,Veo,llama,zero_shot,C,none,0,1,4,4,
Veo_llama_zero_shot_O,Veo,llama,zero_shot,O,none,0,1,4,5,
Veo_llama_zero_shot_V,Veo,llama,zero_shot,V,O,0,1,4,2,
Veo_llama_role_prompted_A,Veo,llama,role_prompted,A,A,1,4,4,4,
Veo_llama_role_prompted_B,Veo,llama,role_prompted,B,none,0,1,2,2,no sign and extra hand
Veo_llama_role_prompted_C,Veo,llama,role_prompted,C,none,0,1,4,3,
Veo_llama_role_prompted_O,Veo,llama,role_prompted,O,none,0,1,4,5,
Veo_llama_role_prompted_V,Veo,llama,role_prompted,V,B,0,1,3,3,
Veo_llama_chain_of_thought_A,Veo,llama,chain_of_thought,A,A,1,3,4,4,
Veo_llama_chain_of_thought_B,Veo,llama,chain_of_thought,B,none,0,1,4,2,
Veo_llama_chain_of_thought_C,Veo,llama,chain_of_thought,C,none,0,1,4,3,
Veo_llama_chain_of_thought_O,Veo,llama,chain_of_thought,O,none,0,1,2,3,extra hand
Veo_llama_chain_of_thought_V,Veo,llama,chain_of_thought,V,none,0,1,2,3,extra hand
Veo_llama_schema_constrained_A,Veo,llama,schema_constrained,A,V,0,1,3,3,
Veo_llama_schema_constrained_B,Veo,llama,schema_constrained,B,V,0,1,4,3,
Veo_llama_schema_constrained_C,Veo,llama,schema_constrained,C,none,0,1,3,3,
Veo_llama_schema_constrained_O,Veo,llama,schema_constrained,O,A,0,1,3,2,
Veo_llama_schema_constrained_V,Veo,llama,schema_constrained,V,V,1,4,3,5,
Veo_llama_few_shot_A,Veo,llama,few_shot,A,none,0,3,5,5,
Veo_llama_few_shot_B,Veo,llama,few_shot,B,none,0,1,4,2,
Veo_llama_few_shot_C,Veo,llama,few_shot,C,none,0,1,3,4,
Veo_llama_few_shot_O,Veo,llama,few_shot,O,A,0,1,4,3,
Veo_llama_few_shot_V,Veo,llama,few_shot,V,none,0,2,4,3,
Veo_qwen_zero_shot_A,Veo,qwen,zero_shot,A,A,1,3,3,5,
Veo_qwen_zero_shot_B,Veo,qwen,zero_shot,B,none,0,2,4,3,
Veo_qwen_zero_shot_C,Veo,qwen,zero_shot,C,none,0,1,5,4,
Veo_qwen_zero_shot_O,Veo,qwen,zero_shot,O,none,0,1,3,3,
Veo_qwen_zero_shot_V,Veo,qwen,zero_shot,V,V,1,5,5,5,
Veo_qwen_role_prompted_A,Veo,qwen,role_prompted,A,A,1,4,3,4,
Veo_qwen_role_prompted_B,Veo,qwen,role_prompted,B,V,0,1,4,3,
Veo_qwen_role_prompted_C,Veo,qwen,role_prompted,C,A,0,4,4,4,
Veo_qwen_role_prompted_O,Veo,qwen,role_prompted,O,A,0,1,4,4,
Veo_qwen_role_prompted_V,Veo,qwen,role_prompted,V,V,1,5,4,5,
Veo_qwen_chain_of_thought_A,Veo,qwen,chain_of_thought,A,none,0,1,3,3,
Veo_qwen_chain_of_thought_B,Veo,qwen,chain_of_thought,B,none,0,1,2,3,morphed hand
Veo_qwen_chain_of_thought_C,Veo,qwen,chain_of_thought,C,none,0,1,3,3,extra hand
Veo_qwen_chain_of_thought_O,Veo,qwen,chain_of_thought,O,A,0,1,3,3,
Veo_qwen_chain_of_thought_V,Veo,qwen,chain_of_thought,V,none,0,1,3,3,
Veo_qwen_schema_constrained_A,Veo,qwen,schema_constrained,A,A,1,4,4,4,
Veo_qwen_schema_constrained_B,Veo,qwen,schema_constrained,B,B,1,4,4,4,
Veo_qwen_schema_constrained_C,Veo,qwen,schema_constrained,C,none,0,1,3,4,
Veo_qwen_schema_constrained_O,Veo,qwen,schema_constrained,O,A,0,1,4,5,
Veo_qwen_schema_constrained_V,Veo,qwen,schema_constrained,V,none,0,1,3,4,
Veo_qwen_few_shot_A,Veo,qwen,few_shot,A,none,0,2,5,4,
Veo_qwen_few_shot_B,Veo,qwen,few_shot,B,B,1,3,3,4,
Veo_qwen_few_shot_C,Veo,qwen,few_shot,C,none,0,1,5,2,
Veo_qwen_few_shot_O,Veo,qwen,few_shot,O,none,0,1,4,4,
Veo_qwen_few_shot_V,Veo,qwen,few_shot,V,V,1,4,4,5,
Wan_openai_zero_shot_A,Wan,openai,zero_shot,A,none,0,1,4,4,
Wan_openai_zero_shot_B,Wan,openai,zero_shot,B,none,0,1,3,3,
Wan_openai_zero_shot_C,Wan,openai,zero_shot,C,none,0,2,2,2,extra hands
Wan_openai_zero_shot_O,Wan,openai,zero_shot,O,none,0,1,2,2,
Wan_openai_zero_shot_V,Wan,openai,zero_shot,V,V,1,3,3,2,
Wan_openai_role_prompted_A,Wan,openai,role_prompted,A,none,0,1,3,2,
Wan_openai_role_prompted_B,Wan,openai,role_prompted,B,none,0,1,2,3,
Wan_openai_role_prompted_C,Wan,openai,role_prompted,C,none,0,1,3,4,
Wan_openai_role_prompted_O,Wan,openai,role_prompted,O,none,0,1,3,4,
Wan_openai_role_prompted_V,Wan,openai,role_prompted,V,none,0,1,2,2,
Wan_openai_chain_of_thought_A,Wan,openai,chain_of_thought,A,none,0,1,4,2,
Wan_openai_chain_of_thought_B,Wan,openai,chain_of_thought,B,none,0,1,4,3,
Wan_openai_chain_of_thought_C,Wan,openai,chain_of_thought,C,none,0,1,4,2,
Wan_openai_chain_of_thought_O,Wan,openai,chain_of_thought,O,none,0,1,2,3,
Wan_openai_chain_of_thought_V,Wan,openai,chain_of_thought,V,none,0,1,2,2,
Wan_openai_schema_constrained_A,Wan,openai,schema_constrained,A,none,0,1,4,4,
Wan_openai_schema_constrained_B,Wan,openai,schema_constrained,B,none,0,1,4,3,
Wan_openai_schema_constrained_C,Wan,openai,schema_constrained,C,none,0,1,2,2,
Wan_openai_schema_constrained_O,Wan,openai,schema_constrained,O,none,0,1,2,4,
Wan_openai_schema_constrained_V,Wan,openai,schema_constrained,V,none,0,1,1,1,
Wan_openai_few_shot_A,Wan,openai,few_shot,A,A,1,3,3,3,
Wan_openai_few_shot_B,Wan,openai,few_shot,B,B,1,2,3,2,
Wan_openai_few_shot_C,Wan,openai,few_shot,C,none,0,1,2,3,
Wan_openai_few_shot_O,Wan,openai,few_shot,O,none,0,3,3,3,
Wan_openai_few_shot_V,Wan,openai,few_shot,V,none,0,1,4,3,
Wan_claude_zero_shot_A,Wan,claude,zero_shot,A,none,0,1,4,2,
Wan_claude_zero_shot_B,Wan,claude,zero_shot,B,none,0,1,2,3,
Wan_claude_zero_shot_C,Wan,claude,zero_shot,C,none,0,1,3,4,
Wan_claude_zero_shot_O,Wan,claude,zero_shot,O,none,0,1,4,3,
Wan_claude_zero_shot_V,Wan,claude,zero_shot,V,none,0,1,3,4,
Wan_claude_role_prompted_A,Wan,claude,role_prompted,A,none,0,1,4,3,
Wan_claude_role_prompted_B,Wan,claude,role_prompted,B,none,0,1,5,3,
Wan_claude_role_prompted_C,Wan,claude,role_prompted,C,none,0,1,2,2,
Wan_claude_role_prompted_O,Wan,claude,role_prompted,O,none,0,1,3,2,
Wan_claude_role_prompted_V,Wan,claude,role_prompted,V,none,0,1,4,2,
Wan_claude_chain_of_thought_A,Wan,claude,chain_of_thought,A,none,0,1,4,5,
Wan_claude_chain_of_thought_B,Wan,claude,chain_of_thought,B,none,0,1,4,4,
Wan_claude_chain_of_thought_C,Wan,claude,chain_of_thought,C,none,0,1,4,4,
Wan_claude_chain_of_thought_O,Wan,claude,chain_of_thought,O,none,0,1,3,3,
Wan_claude_chain_of_thought_V,Wan,claude,chain_of_thought,V,none,0,1,3,3,
Wan_claude_schema_constrained_A,Wan,claude,schema_constrained,A,C,0,1,4,3,
Wan_claude_schema_constrained_B,Wan,claude,schema_constrained,B,C,0,2,2,5,
Wan_claude_schema_constrained_C,Wan,claude,schema_constrained,C,none,0,1,2,4,
Wan_claude_schema_constrained_O,Wan,claude,schema_constrained,O,none,0,1,3,4,
Wan_claude_schema_constrained_V,Wan,claude,schema_constrained,V,none,0,1,4,3,
Wan_claude_few_shot_A,Wan,claude,few_shot,A,none,0,1,4,3,
Wan_claude_few_shot_B,Wan,claude,few_shot,B,none,0,2,3,3,
Wan_claude_few_shot_C,Wan,claude,few_shot,C,none,0,1,4,4,
Wan_claude_few_shot_O,Wan,claude,few_shot,O,none,0,1,4,2,
Wan_claude_few_shot_V,Wan,claude,few_shot,V,C,0,1,4,2,
Wan_gemini_zero_shot_A,Wan,gemini,zero_shot,A,none,0,1,4,4,
Wan_gemini_zero_shot_B,Wan,gemini,zero_shot,B,none,0,1,3,3,
Wan_gemini_zero_shot_C,Wan,gemini,zero_shot,C,none,0,1,2,4,
Wan_gemini_zero_shot_O,Wan,gemini,zero_shot,O,O,1,3,4,3,but it was more like a fist rather than an O
Wan_gemini_zero_shot_V,Wan,gemini,zero_shot,V,none,0,2,3,3,
Wan_gemini_role_prompted_A,Wan,gemini,role_prompted,A,none,0,1,2,2,
Wan_gemini_role_prompted_B,Wan,gemini,role_prompted,B,none,0,1,1,2,
Wan_gemini_role_prompted_C,Wan,gemini,role_prompted,C,none,0,1,1,2,
Wan_gemini_role_prompted_O,Wan,gemini,role_prompted,O,O,1,3,3,3,
Wan_gemini_role_prompted_V,Wan,gemini,role_prompted,V,none,0,1,3,3,
Wan_gemini_chain_of_thought_A,Wan,gemini,chain_of_thought,A,none,0,1,3,2,
Wan_gemini_chain_of_thought_B,Wan,gemini,chain_of_thought,B,none,0,2,4,3,
Wan_gemini_chain_of_thought_C,Wan,gemini,chain_of_thought,C,none,0,1,4,2,
Wan_gemini_chain_of_thought_O,Wan,gemini,chain_of_thought,O,none,0,1,2,3,
Wan_gemini_chain_of_thought_V,Wan,gemini,chain_of_thought,V,none,0,1,5,2,
Wan_gemini_schema_constrained_A,Wan,gemini,schema_constrained,A,none,0,1,3,1,
Wan_gemini_schema_constrained_B,Wan,gemini,schema_constrained,B,none,0,1,3,4,
Wan_gemini_schema_constrained_C,Wan,gemini,schema_constrained,C,none,0,1,3,2,
Wan_gemini_schema_constrained_O,Wan,gemini,schema_constrained,O,none,0,1,4,4,
Wan_gemini_schema_constrained_V,Wan,gemini,schema_constrained,V,A,0,1,2,4,
Wan_gemini_few_shot_A,Wan,gemini,few_shot,A,none,0,1,3,1,
Wan_gemini_few_shot_B,Wan,gemini,few_shot,B,none,0,1,4,1,
Wan_gemini_few_shot_C,Wan,gemini,few_shot,C,none,0,1,1,1,
Wan_gemini_few_shot_O,Wan,gemini,few_shot,O,none,0,1,3,2,
Wan_gemini_few_shot_V,Wan,gemini,few_shot,V,none,0,1,2,2,
Wan_llama_zero_shot_A,Wan,llama,zero_shot,A,none,0,,1,2,
Wan_llama_zero_shot_B,Wan,llama,zero_shot,B,B,1,3,3,2,
Wan_llama_zero_shot_C,Wan,llama,zero_shot,C,none,0,1,3,1,
Wan_llama_zero_shot_O,Wan,llama,zero_shot,O,none,0,1,3,1,
Wan_llama_zero_shot_V,Wan,llama,zero_shot,V,none,0,1,3,2,
Wan_llama_role_prompted_A,Wan,llama,role_prompted,A,none,0,1,3,2,
Wan_llama_role_prompted_B,Wan,llama,role_prompted,B,none,0,3,3,3,
Wan_llama_role_prompted_C,Wan,llama,role_prompted,C,none,0,1,1,1,
Wan_llama_role_prompted_O,Wan,llama,role_prompted,O,none,0,1,3,1,
Wan_llama_role_prompted_V,Wan,llama,role_prompted,V,none,0,1,3,1,
Wan_llama_chain_of_thought_A,Wan,llama,chain_of_thought,A,none,0,1,5,1,
Wan_llama_chain_of_thought_B,Wan,llama,chain_of_thought,B,none,0,1,3,3,
Wan_llama_chain_of_thought_C,Wan,llama,chain_of_thought,C,none,0,1,1,1,
Wan_llama_chain_of_thought_O,Wan,llama,chain_of_thought,O,none,0,1,1,1,
Wan_llama_chain_of_thought_V,Wan,llama,chain_of_thought,V,O,0,1,3,1,
Wan_llama_schema_constrained_A,Wan,llama,schema_constrained,A,B,0,1,4,1,
Wan_llama_schema_constrained_B,Wan,llama,schema_constrained,B,O,0,1,2,2,
Wan_llama_schema_constrained_C,Wan,llama,schema_constrained,C,none,0,1,3,1,
Wan_llama_schema_constrained_O,Wan,llama,schema_constrained,O,O,1,2,2,4,
Wan_llama_schema_constrained_V,Wan,llama,schema_constrained,V,none,0,1,3,2,
Wan_llama_few_shot_A,Wan,llama,few_shot,A,none,0,1,3,1,
Wan_llama_few_shot_B,Wan,llama,few_shot,B,B,1,4,4,4,
Wan_llama_few_shot_C,Wan,llama,few_shot,C,none,0,1,3,3,
Wan_llama_few_shot_O,Wan,llama,few_shot,O,none,0,1,3,1,
Wan_llama_few_shot_V,Wan,llama,few_shot,V,none,0,1,3,2,
Wan_qwen_zero_shot_A,Wan,qwen,zero_shot,A,none,0,1,4,1,
Wan_qwen_zero_shot_B,Wan,qwen,zero_shot,B,B,1,3,2,3,
Wan_qwen_zero_shot_C,Wan,qwen,zero_shot,C,O,0,2,3,3,
Wan_qwen_zero_shot_O,Wan,qwen,zero_shot,O,O,1,3,3,2,
Wan_qwen_zero_shot_V,Wan,qwen,zero_shot,V,C,0,1,4,1,
Wan_qwen_role_prompted_A,Wan,qwen,role_prompted,A,none,0,1,3,3,
Wan_qwen_role_prompted_B,Wan,qwen,role_prompted,B,C,0,1,4,3,
Wan_qwen_role_prompted_C,Wan,qwen,role_prompted,C,none,0,1,3,5,
Wan_qwen_role_prompted_O,Wan,qwen,role_prompted,O,O,1,3,3,4,
Wan_qwen_role_prompted_V,Wan,qwen,role_prompted,V,none,0,1,4,2,
Wan_qwen_chain_of_thought_A,Wan,qwen,chain_of_thought,A,none,0,1,4,2,
Wan_qwen_chain_of_thought_B,Wan,qwen,chain_of_thought,B,none,0,1,4,3,
Wan_qwen_chain_of_thought_C,Wan,qwen,chain_of_thought,C,A,0,1,4,4,
Wan_qwen_chain_of_thought_O,Wan,qwen,chain_of_thought,O,none,0,1,1,1,no sign
Wan_qwen_chain_of_thought_V,Wan,qwen,chain_of_thought,V,none,0,1,1,1,
Wan_qwen_schema_constrained_A,Wan,qwen,schema_constrained,A,A,1,4,4,4,
Wan_qwen_schema_constrained_B,Wan,qwen,schema_constrained,B,O,0,1,4,1,
Wan_qwen_schema_constrained_C,Wan,qwen,schema_constrained,C,none,0,2,4,4,
Wan_qwen_schema_constrained_O,Wan,qwen,schema_constrained,O,O,1,3,4,4,
Wan_qwen_schema_constrained_V,Wan,qwen,schema_constrained,V,none,0,1,3,3,
Wan_qwen_few_shot_A,Wan,qwen,few_shot,A,A,1,5,3,5,disappearing index finger
Wan_qwen_few_shot_B,Wan,qwen,few_shot,B,none,0,1,1,2,
Wan_qwen_few_shot_C,Wan,qwen,few_shot,C,none,0,1,4,3,
Wan_qwen_few_shot_O,Wan,qwen,few_shot,O,none,0,1,4,1,
Wan_qwen_few_shot_V,Wan,qwen,few_shot,V,O,0,1,4,2,
